track_id,particle_id,n_shared,n_reco_hits,n_true_hits,pt,event_id,purity_reco,eff_true,hit_id,hit_x,hit_y,hit_z,e,z0,eta,phi,dev,cos_val,theta,mapping_pT,event_file
2,1649.0,4,7,8,334.13301345571944,2001,0.5714285714285714,0.5,905,0.177,0.31543252,0.9104,-0.02159985889938694,0.4265521690456946,,0.44386496925013547,-0.5249959958615091,1.0580935622124408,,0.26772264800112533,2001
2,1649.0,4,7,8,334.13301345571944,2001,0.5714285714285714,0.5,906,0.245,0.18046221,1.1572,-0.02159985889938694,0.4265521690456946,,0.44386496925013547,-0.5249959958615091,1.0580935622124408,,0.26772264800112533,2001
2,1649.0,4,7,8,334.13301345571944,2001,0.5714285714285714,0.5,908,0.742,0.16753052,3.4404,-0.02159985889938694,0.4265521690456946,,0.44386496925013547,-0.5249959958615091,1.0580935622124408,,0.26772264800112533,2001
2,1649.0,4,7,8,334.13301345571944,2001,0.5714285714285714,0.5,910,1.028,0.15543184,4.676,-0.02159985889938694,0.4265521690456946,,0.44386496925013547,-0.5249959958615091,1.0580935622124408,,0.26772264800112533,2001
3,1513.0,3,5,8,68.74059217085637,2014,0.6,0.375,738,0.598,-0.81234175,0.8732,0.8125386436105333,0.2233260330882989,,-2.4720204727261796,5.822846392089112,1.9041823325266192,,0.4347059487899572,2014
3,1513.0,3,5,8,68.74059217085637,2014,0.6,0.375,740,0.886,-0.81073743,1.3128,0.8125386436105333,0.2233260330882989,,-2.4720204727261796,5.822846392089112,1.9041823325266192,,0.4347059487899572,2014
3,1513.0,3,5,8,68.74059217085637,2014,0.6,0.375,741,1.028,-0.80808973,1.5596,0.8125386436105333,0.2233260330882989,,-2.4720204727261796,5.822846392089112,1.9041823325266192,,0.4347059487899572,2014
2,2172.0,8,14,8,338.7642911007593,2021,0.5714285714285714,1.0,1344,0.062,0.15042709,-0.1112,-0.003810194237156174,0.2063522302907161,-1.8158065577106492,-0.14956043977573164,-0.6013315197191973,-0.948418645709777,2.8190062428945653,0.3424691775192239,2021
2,2172.0,8,14,8,338.7642911007593,2021,0.5714285714285714,1.0,1345,0.101,0.15033051,-0.1824,-0.003810194237156174,0.2063522302907161,-1.8158065577106492,-0.14956043977573164,-0.6013315197191973,-0.948418645709777,2.8190062428945653,0.3424691775192239,2021
2,2172.0,8,14,8,338.7642911007593,2021,0.5714285714285714,1.0,1346,0.177,0.1499833,-0.324,-0.003810194237156174,0.2063522302907161,-1.8158065577106492,-0.14956043977573164,-0.6013315197191973,-0.948418645709777,2.8190062428945653,0.3424691775192239,2021
2,2172.0,8,14,8,338.7642911007593,2021,0.5714285714285714,1.0,1347,0.245,0.14928085,-0.4604,-0.003810194237156174,0.2063522302907161,-1.8158065577106492,-0.14956043977573164,-0.6013315197191973,-0.948418645709777,2.8190062428945653,0.3424691775192239,2021
2,2172.0,8,14,8,338.7642911007593,2021,0.5714285714285714,1.0,1348,0.598,0.14666528,-1.2248,-0.003810194237156174,0.2063522302907161,-1.8158065577106492,-0.14956043977573164,-0.6013315197191973,-0.948418645709777,2.8190062428945653,0.3424691775192239,2021
2,2172.0,8,14,8,338.7642911007593,2021,0.5714285714285714,1.0,1349,0.742,0.14743152,-1.486,-0.003810194237156174,0.2063522302907161,-1.8158065577106492,-0.14956043977573164,-0.6013315197191973,-0.948418645709777,2.8190062428945653,0.3424691775192239,2021
2,2172.0,8,14,8,338.7642911007593,2021,0.5714285714285714,1.0,1350,0.886,0.14733796,-1.78,-0.003810194237156174,0.2063522302907161,-1.8158065577106492,-0.14956043977573164,-0.6013315197191973,-0.948418645709777,2.8190062428945653,0.3424691775192239,2021
2,2172.0,8,14,8,338.7642911007593,2021,0.5714285714285714,1.0,1351,1.028,0.14604107,-2.1408,-0.003810194237156174,0.2063522302907161,-1.8158065577106492,-0.14956043977573164,-0.6013315197191973,-0.948418645709777,2.8190062428945653,0.3424691775192239,2021
0,1083.0,5,8,8,56.685967055348016,2051,0.625,0.625,730,0.062,0.55293506,0.0836,1.7961101097346557,1.6069379713150083,,1.8062780032790757,14.145445453659821,1.1749891491319215,,0.16114091396507876,2051
0,1083.0,5,8,8,56.685967055348016,2051,0.625,0.625,731,0.101,0.5622424,0.1316,1.7961101097346557,1.6069379713150083,,1.8062780032790757,14.145445453659821,1.1749891491319215,,0.16114091396507876,2051
0,1083.0,5,8,8,56.685967055348016,2051,0.625,0.625,732,0.177,0.5488598,0.2412,1.7961101097346557,1.6069379713150083,,1.8062780032790757,14.145445453659821,1.1749891491319215,,0.16114091396507876,2051
0,1083.0,5,8,8,56.685967055348016,2051,0.625,0.625,735,0.742,0.54623175,1.02,1.7961101097346557,1.6069379713150083,,1.8062780032790757,14.145445453659821,1.1749891491319215,,0.16114091396507876,2051
0,1083.0,5,8,8,56.685967055348016,2051,0.625,0.625,736,0.886,0.5459884,1.2188,1.7961101097346557,1.6069379713150083,,1.8062780032790757,14.145445453659821,1.1749891491319215,,0.16114091396507876,2051
1,1084.0,5,8,8,170.5469231677898,2051,0.625,0.625,738,0.062,0.5221309,0.0916,1.7961101097346557,1.6069379713150083,,1.8062780032790757,14.145445453659821,1.1749891491319215,,0.16114091396507876,2051
1,1084.0,5,8,8,170.5469231677898,2051,0.625,0.625,739,0.101,0.5360843,0.1432,1.7961101097346557,1.6069379713150083,,1.8062780032790757,14.145445453659821,1.1749891491319215,,0.16114091396507876,2051
1,1084.0,5,8,8,170.5469231677898,2051,0.625,0.625,740,0.177,0.5346527,0.252,1.7961101097346557,1.6069379713150083,,1.8062780032790757,14.145445453659821,1.1749891491319215,,0.16114091396507876,2051
1,1084.0,5,8,8,170.5469231677898,2051,0.625,0.625,743,0.742,0.54168105,1.034,1.7961101097346557,1.6069379713150083,,1.8062780032790757,14.145445453659821,1.1749891491319215,,0.16114091396507876,2051
1,1084.0,5,8,8,170.5469231677898,2051,0.625,0.625,744,0.886,0.54388744,1.2268,1.7961101097346557,1.6069379713150083,,1.8062780032790757,14.145445453659821,1.1749891491319215,,0.16114091396507876,2051
1,764.0,5,8,12,195.43213231196142,2059,0.625,0.4166666666666667,309,0.062,0.4938937,-0.358,-0.019454067248548867,2.362834216603913,,0.2253722631063696,-1.2354837271621206,-1.0440880517205526,,0.37837216290235104,2059
1,764.0,5,8,12,195.43213231196142,2059,0.625,0.4166666666666667,313,0.598,0.42236847,-3.0348,-0.019454067248548867,2.362834216603913,,0.2253722631063696,-1.2354837271621206,-1.0440880517205526,,0.37837216290235104,2059
1,764.0,5,8,12,195.43213231196142,2059,0.625,0.4166666666666667,314,0.742,0.42450014,-3.7836,-0.019454067248548867,2.362834216603913,,0.2253722631063696,-1.2354837271621206,-1.0440880517205526,,0.37837216290235104,2059
1,764.0,5,8,12,195.43213231196142,2059,0.625,0.4166666666666667,315,0.886,0.425719,-4.5308,-0.019454067248548867,2.362834216603913,,0.2253722631063696,-1.2354837271621206,-1.0440880517205526,,0.37837216290235104,2059
1,764.0,5,8,12,195.43213231196142,2059,0.625,0.4166666666666667,318,1.028,0.42669007,-5.2684,-0.019454067248548867,2.362834216603913,,0.2253722631063696,-1.2354837271621206,-1.0440880517205526,,0.37837216290235104,2059
4,1569.0,3,5,8,209.09847452336902,2088,0.6,0.375,902,0.598,-0.6209385,-1.4692,0.33376394466798376,0.40479826542727193,,-2.6787866881178264,3.996953623619695,-1.3022526358418247,,0.5027188677898714,2088
4,1569.0,3,5,8,209.09847452336902,2088,0.6,0.375,903,0.742,-0.61157537,-1.86,0.33376394466798376,0.40479826542727193,,-2.6787866881178264,3.996953623619695,-1.3022526358418247,,0.5027188677898714,2088
4,1569.0,3,5,8,209.09847452336902,2088,0.6,0.375,905,1.028,-0.616295,-2.5512,0.33376394466798376,0.40479826542727193,,-2.6787866881178264,3.996953623619695,-1.3022526358418247,,0.5027188677898714,2088
4,1478.0,4,7,10,139.65119116212364,2096,0.5714285714285714,0.4,784,0.245,-0.88360226,2.2564,-0.020838799137086552,2.6525754376097352,,0.1170167331608519,-0.17429122602303418,1.1620584517852461,,10.526054856151601,2096
4,1478.0,4,7,10,139.65119116212364,2096,0.5714285714285714,0.4,785,0.598,-0.9106495,5.15,-0.020838799137086552,2.6525754376097352,,0.1170167331608519,-0.17429122602303418,1.1620584517852461,,10.526054856151601,2096
4,1478.0,4,7,10,139.65119116212364,2096,0.5714285714285714,0.4,786,0.742,-0.921695,6.1944,-0.020838799137086552,2.6525754376097352,,0.1170167331608519,-0.17429122602303418,1.1620584517852461,,10.526054856151601,2096
4,1478.0,4,7,10,139.65119116212364,2096,0.5714285714285714,0.4,787,0.886,-0.9300785,7.2136,-0.020838799137086552,2.6525754376097352,,0.1170167331608519,-0.17429122602303418,1.1620584517852461,,10.526054856151601,2096
1,659.0,4,6,8,52.463681189943195,2097,0.6666666666666666,0.5,579,0.062,-0.50108135,-0.304,1.4788175307627043,-5.513408703011859,,-1.3817945313989777,12.93056181543927,-1.254829140042543,,0.14226085735334149,2097
1,659.0,4,6,8,52.463681189943195,2097,0.6666666666666666,0.5,580,0.101,-0.50425327,-0.486,1.4788175307627043,-5.513408703011859,,-1.3817945313989777,12.93056181543927,-1.254829140042543,,0.14226085735334149,2097
1,659.0,4,6,8,52.463681189943195,2097,0.6666666666666666,0.5,581,0.177,-0.50749743,-0.838,1.4788175307627043,-5.513408703011859,,-1.3817945313989777,12.93056181543927,-1.254829140042543,,0.14226085735334149,2097
1,659.0,4,6,8,52.463681189943195,2097,0.6666666666666666,0.5,583,0.598,-0.510288,-2.7876,1.4788175307627043,-5.513408703011859,,-1.3817945313989777,12.93056181543927,-1.254829140042543,,0.14226085735334149,2097
3,1591.0,5,9,10,44.268766743608296,2098,0.5555555555555556,0.5,702,0.245,-0.35624722,-0.264,-0.0060268363929405246,0.5311067844877995,,-0.11032514593729494,-1.2468280140175174,-1.042623658141443,,0.4784954537923713,2098
3,1591.0,5,9,10,44.268766743608296,2098,0.5555555555555556,0.5,705,0.598,-0.36796623,-0.6344,-0.0060268363929405246,0.5311067844877995,,-0.11032514593729494,-1.2468280140175174,-1.042623658141443,,0.4784954537923713,2098
3,1591.0,5,9,10,44.268766743608296,2098,0.5555555555555556,0.5,706,0.742,-0.3729837,-0.7812,-0.0060268363929405246,0.5311067844877995,,-0.11032514593729494,-1.2468280140175174,-1.042623658141443,,0.4784954537923713,2098
3,1591.0,5,9,10,44.268766743608296,2098,0.5555555555555556,0.5,707,0.886,-0.3650835,-0.9436,-0.0060268363929405246,0.5311067844877995,,-0.11032514593729494,-1.2468280140175174,-1.042623658141443,,0.4784954537923713,2098
3,1591.0,5,9,10,44.268766743608296,2098,0.5555555555555556,0.5,708,1.028,-0.3702402,-1.0868,-0.0060268363929405246,0.5311067844877995,,-0.11032514593729494,-1.2468280140175174,-1.042623658141443,,0.4784954537923713,2098
0,1600.0,6,8,8,63.76007757209835,2110,0.75,0.75,849,0.062,0.5924671,0.062,-0.01675130901940172,0.7874525587862565,,0.8631530992968001,-0.09486783377544857,1.0967991142853248,,0.3669464616363161,2041
0,1600.0,6,8,8,63.76007757209835,2110,0.75,0.75,850,0.101,0.59218246,0.1016,-0.01675130901940172,0.7874525587862565,,0.8631530992968001,-0.09486783377544857,1.0967991142853248,,0.3669464616363161,2041
0,1600.0,6,8,8,63.76007757209835,2110,0.75,0.75,853,0.177,0.5913011,0.1812,-0.01675130901940172,0.7874525587862565,,0.8631530992968001,-0.09486783377544857,1.0967991142853248,,0.3669464616363161,2041
0,1600.0,6,8,8,63.76007757209835,2110,0.75,0.75,858,0.245,0.5903674,0.2556,-0.01675130901940172,0.7874525587862565,,0.8631530992968001,-0.09486783377544857,1.0967991142853248,,0.3669464616363161,2041
0,1600.0,6,8,8,63.76007757209835,2110,0.75,0.75,766,0.062,0.5575557,0.0768,1.4838498429540574,1.5587159629397322,,2.098739764364775,11.584531273667382,1.2328630463477053,,0.20597816343675987,2110
0,1600.0,6,8,8,63.76007757209835,2110,0.75,0.75,768,0.177,0.5761948,0.2256,1.4838498429540574,1.5587159629397322,,2.098739764364775,11.584531273667382,1.2328630463477053,,0.20597816343675987,2110
0,1600.0,6,8,8,63.76007757209835,2110,0.75,0.75,769,0.245,0.58893824,0.3184,1.4838498429540574,1.5587159629397322,,2.098739764364775,11.584531273667382,1.2328630463477053,,0.20597816343675987,2110
0,1600.0,6,8,8,63.76007757209835,2110,0.75,0.75,770,0.598,0.5902445,0.7784,1.4838498429540574,1.5587159629397322,,2.098739764364775,11.584531273667382,1.2328630463477053,,0.20597816343675987,2110
0,1600.0,6,8,8,63.76007757209835,2110,0.75,0.75,771,0.742,0.5913014,0.9672,1.4838498429540574,1.5587159629397322,,2.098739764364775,11.584531273667382,1.2328630463477053,,0.20597816343675987,2110
0,1600.0,6,8,8,63.76007757209835,2110,0.75,0.75,773,1.028,0.59126,1.3396,1.4838498429540574,1.5587159629397322,,2.098739764364775,11.584531273667382,1.2328630463477053,,0.20597816343675987,2110
3,1641.0,3,5,8,287.3172390738154,2113,0.6,0.375,837,0.245,-0.326495,-0.2192,-0.005965124781527763,0.3744526963116423,-1.858910481977278,-0.11447040122101715,-1.2362179287080857,-0.9525780643674704,2.8323951260068143,0.44383043730834454,2113
3,1641.0,3,5,8,287.3172390738154,2113,0.6,0.375,839,0.742,-0.32572624,-0.66,-0.005965124781527763,0.3744526963116423,-1.858910481977278,-0.11447040122101715,-1.2362179287080857,-0.9525780643674704,2.8323951260068143,0.44383043730834454,2113
3,1641.0,3,5,8,287.3172390738154,2113,0.6,0.375,841,1.028,-0.32353908,-0.8972,-0.005965124781527763,0.3744526963116423,-1.858910481977278,-0.11447040122101715,-1.2362179287080857,-0.9525780643674704,2.8323951260068143,0.44383043730834454,2113
3,1049.0,3,5,8,116.43033503344392,2115,0.6,0.375,575,0.245,-0.80473936,0.4692,1.5097173932600743,2.3439874908918132,,-2.173075540304836,8.780813185993951,1.2955476251007405,,0.30383562613161624,2115
3,1049.0,3,5,8,116.43033503344392,2115,0.6,0.375,577,0.742,-0.8053892,1.394,1.5097173932600743,2.3439874908918132,,-2.173075540304836,8.780813185993951,1.2955476251007405,,0.30383562613161624,2115
3,1049.0,3,5,8,116.43033503344392,2115,0.6,0.375,578,0.886,-0.8078547,1.5344,1.5097173932600743,2.3439874908918132,,-2.173075540304836,8.780813185993951,1.2955476251007405,,0.30383562613161624,2115
3,1049.0,3,5,8,116.43033503344392,2115,0.6,0.375,607,0.101,-0.19004045,0.6692,0.06553916088702591,0.5635150764374605,,-1.9134055121729567,0.20505884034711133,1.0241381946763113,,0.43232589676321126,2189
0,1321.0,4,7,12,108.43583114911786,2120,0.5714285714285714,0.3333333333333333,666,0.062,-0.6397002,0.474,1.1647023692914908,4.72999318985706,,-2.297992457692817,10.037826535333277,1.0648147850230072,,0.24949813887301356,2120
0,1321.0,4,7,12,108.43583114911786,2120,0.5714285714285714,0.3333333333333333,670,0.245,-0.61167467,1.2796,1.1647023692914908,4.72999318985706,,-2.297992457692817,10.037826535333277,1.0648147850230072,,0.24949813887301356,2120
0,1321.0,4,7,12,108.43583114911786,2120,0.5714285714285714,0.3333333333333333,671,0.245,-0.61947,1.4432,1.1647023692914908,4.72999318985706,,-2.297992457692817,10.037826535333277,1.0648147850230072,,0.24949813887301356,2120
0,1321.0,4,7,12,108.43583114911786,2120,0.5714285714285714,0.3333333333333333,672,0.598,-0.6086319,2.9644,1.1647023692914908,4.72999318985706,,-2.297992457692817,10.037826535333277,1.0648147850230072,,0.24949813887301356,2120
2,1321.0,4,7,12,108.43583114911786,2120,0.5714285714285714,0.3333333333333333,668,0.177,-0.5974155,0.7056,1.1647023692914908,4.72999318985706,,-2.297992457692817,10.037826535333277,1.0648147850230072,,0.24949813887301356,2120
2,1321.0,4,7,12,108.43583114911786,2120,0.5714285714285714,0.3333333333333333,669,0.245,-0.59296584,0.8836,1.1647023692914908,4.72999318985706,,-2.297992457692817,10.037826535333277,1.0648147850230072,,0.24949813887301356,2120
2,1321.0,4,7,12,108.43583114911786,2120,0.5714285714285714,0.3333333333333333,673,0.742,-0.60224056,3.272,1.1647023692914908,4.72999318985706,,-2.297992457692817,10.037826535333277,1.0648147850230072,,0.24949813887301356,2120
2,1321.0,4,7,12,108.43583114911786,2120,0.5714285714285714,0.3333333333333333,675,1.028,-0.60292476,4.5972,1.1647023692914908,4.72999318985706,,-2.297992457692817,10.037826535333277,1.0648147850230072,,0.24949813887301356,2120
1,842.0,7,12,8,85.46113526042114,2122,0.5833333333333334,0.875,419,0.062,0.039532036,0.2636,-0.02024130450066776,0.03718914757561827,2.2285672231280476,0.514867090318482,-0.3759598466039521,0.9770747440442097,0.21453852798544717,0.2664454874101832,2122
1,842.0,7,12,8,85.46113526042114,2122,0.5833333333333334,0.875,420,0.101,0.02048529,0.4348,-0.02024130450066776,0.03718914757561827,2.2285672231280476,0.514867090318482,-0.3759598466039521,0.9770747440442097,0.21453852798544717,0.2664454874101832,2122
1,842.0,7,12,8,85.46113526042114,2122,0.5833333333333334,0.875,422,0.245,0.0037677498,1.0632,-0.02024130450066776,0.03718914757561827,2.2285672231280476,0.514867090318482,-0.3759598466039521,0.9770747440442097,0.21453852798544717,0.2664454874101832,2122
1,842.0,7,12,8,85.46113526042114,2122,0.5833333333333334,0.875,423,0.598,-0.0059361067,2.6036,-0.02024130450066776,0.03718914757561827,2.2285672231280476,0.514867090318482,-0.3759598466039521,0.9770747440442097,0.21453852798544717,0.2664454874101832,2122
1,842.0,7,12,8,85.46113526042114,2122,0.5833333333333334,0.875,424,0.742,-0.0067677316,3.2312,-0.02024130450066776,0.03718914757561827,2.2285672231280476,0.514867090318482,-0.3759598466039521,0.9770747440442097,0.21453852798544717,0.2664454874101832,2122
1,842.0,7,12,8,85.46113526042114,2122,0.5833333333333334,0.875,425,0.886,-0.0071335905,3.8588,-0.02024130450066776,0.03718914757561827,2.2285672231280476,0.514867090318482,-0.3759598466039521,0.9770747440442097,0.21453852798544717,0.2664454874101832,2122
1,842.0,7,12,8,85.46113526042114,2122,0.5833333333333334,0.875,426,1.028,-0.006632488,4.4764,-0.02024130450066776,0.03718914757561827,2.2285672231280476,0.514867090318482,-0.3759598466039521,0.9770747440442097,0.21453852798544717,0.2664454874101832,2122
2,976.0,3,5,8,182.13407247684327,2140,0.6,0.375,588,0.062,0.49184012,-0.0224,-0.00936223619519015,-1.381674681561828,,-0.08803604412708234,-0.5858562172122882,-1.012396261529365,,2.4806815978680166,2028
2,976.0,3,5,8,182.13407247684327,2140,0.6,0.375,472,0.177,0.7499165,-0.6084,-0.010829758640648989,1.1653919115986922,,-0.09038883762680607,-0.28563251676426066,-1.2576894197431547,,5.584005606402983,2140
2,976.0,3,5,8,182.13407247684327,2140,0.6,0.375,474,0.598,0.7997456,-2.738,-0.010829758640648989,1.1653919115986922,,-0.09038883762680607,-0.28563251676426066,-1.2576894197431547,,5.584005606402983,2140
2,976.0,3,5,8,182.13407247684327,2140,0.6,0.375,475,0.742,0.80536,-3.4872,-0.010829758640648989,1.1653919115986922,,-0.09038883762680607,-0.28563251676426066,-1.2576894197431547,,5.584005606402983,2140
2,1575.0,8,8,8,1041.5662202303797,2146,1.0,1.0,1071,0.062,0.7624035,-0.0052,-0.1787769559221812,0.09906802104659396,-0.19796725645628221,0.3183937025593398,-0.6847268523437017,-0.1954209848923059,1.7674830199008924,3.1972151887242437,2146
2,1575.0,8,8,8,1041.5662202303797,2146,1.0,1.0,1072,0.101,0.7629982,-0.0088,-0.1787769559221812,0.09906802104659396,-0.19796725645628221,0.3183937025593398,-0.6847268523437017,-0.1954209848923059,1.7674830199008924,3.1972151887242437,2146
